Başlık,Not,URL,Etiketler,Yorum
İBB Üsküdar Kent Lokantası,,https://www.google.com/maps/place/%C4%B0BB+%C3%9Csk%C3%BCdar+Kent+Lokantas%C4%B1/data=!4m2!3m1!1s0x14cac92229d06199:0x6517615dc80d4c80,,
Barto's Burger Place | Çengelköy,,https://www.google.com/maps/place/Barto's+Burger+Place+%7C+%C3%87engelk%C3%B6y/data=!4m2!3m1!1s0x14cac9ee0259bbff:0x69356df675e9937c,,
İbb Küçük Çamlıca Sosyal Tesisi,,https://www.google.com/maps/place/%C4%B0bb+K%C3%BC%C3%A7%C3%BCk+%C3%87aml%C4%B1ca+Sosyal+Tesisi/data=!4m2!3m1!1s0x14cac9d24684dcdb:0xfaba9994a6f46c97,,
Çamlıca Sosyal Tesisleri,,https://www.google.com/maps/place/%C3%87aml%C4%B1ca+Sosyal+Tesisleri/data=!4m2!3m1!1s0x14cac81545d81d29:0x4ba13d20417d71bb,,
OSES Gurme,,https://www.google.com/maps/place/OSES+Gurme/data=!4m2!3m1!1s0x14cab99446d22c6b:0xd69ed276d9a3ba63,,
Meşhur Unkapanı Pilavcısı,,https://www.google.com/maps/place/Me%C5%9Fhur+Unkapan%C4%B1+Pilavc%C4%B1s%C4%B1/data=!4m2!3m1!1s0x14cab9f481ff8327:0xda42063c80096e75,,
POPSTEL BALAT,,https://www.google.com/maps/place/POPSTEL+BALAT/data=!4m2!3m1!1s0x14caba02d4905b29:0xc5629c80d5ad0fbc,,
Just BBQ,,https://www.google.com/maps/place/Just+BBQ/data=!4m2!3m1!1s0x14cab717f493e3bd:0x8a202e562807c2ff,,
Anadolu Kumpir,,https://www.google.com/maps/place/Anadolu+Kumpir/data=!4m2!3m1!1s0x14cab7c8e1cd5a6f:0xe4022c8ab7aa4894,,
Komşu Burger Steak House & Kebap,,https://www.google.com/maps/place/Kom%C5%9Fu+Burger+Steak+House+%26+Kebap/data=!4m2!3m1!1s0x14cab66546dc7721:0x5dc8a3dbe1bcea14,,
Flap Fried Chicken,,https://www.google.com/maps/place/Flap+Fried+Chicken/data=!4m2!3m1!1s0x14cab7394715b175:0xd251f01c28d00598,,
SR Döner,,https://www.google.com/maps/place/SR+D%C3%B6ner/data=!4m2!3m1!1s0x14cab7442ca68a27:0x94a39e0ce3cea6ad,,
Köfteci Yusuf,,https://www.google.com/maps/place/K%C3%B6fteci+Yusuf/data=!4m2!3m1!1s0x14cab774289a331b:0xa03a3c3e94d7de55,,
Kardeşler pilavcısı,,https://www.google.com/maps/place/Karde%C5%9Fler+pilavc%C4%B1s%C4%B1/data=!4m2!3m1!1s0x14cab663eeb3abc9:0x1f9f5342bb7c116,,
Mersin Yaprak Tantuni,,https://www.google.com/maps/place/Mersin+Yaprak+Tantuni/data=!4m2!3m1!1s0x14cab7eea77eb84d:0xbca07fa6eee406f7,,
Mr. Hamza Maslak,,https://www.google.com/maps/place/Mr.+Hamza+Maslak/data=!4m2!3m1!1s0x14cab5cc7d09cec9:0xfd4849c5e0030af4,,
Hacıosman Pilavcısı,,https://www.google.com/maps/place/Hac%C4%B1osman+Pilavc%C4%B1s%C4%B1/data=!4m2!3m1!1s0x14cab59a0adc4d35:0x7b5cf3740405b78c,,
Hebun Çorba Evi,,https://www.google.com/maps/place/Hebun+%C3%87orba+Evi/data=!4m2!3m1!1s0x14cab9dd05fc5801:0x4370217649edf04,,
Köfteci Yusuf,,https://www.google.com/maps/place/K%C3%B6fteci+Yusuf/data=!4m2!3m1!1s0x14cab7941899c6e3:0xfe553a0108c24cb8,,
Arby's,,https://www.google.com/maps/place/Arby's/data=!4m2!3m1!1s0x14cab704b5f0873b:0x13a880086676c8a9,,
Zula Kanyon,,https://www.google.com/maps/place/Zula+Kanyon/data=!4m2!3m1!1s0x14cab7f7ac3d3235:0x838fec952535453f,,
Horo Burger,,https://www.google.com/maps/place/Horo+Burger/data=!4m2!3m1!1s0x14cab7150e1e5685:0xef52f1eeae0fb98f,,
"Alaturka Kebap Pide, Pizza ve Lahmacun Restaurant & Cafe",,"https://www.google.com/maps/place/Alaturka+Kebap+Pide,+Pizza+ve+Lahmacun+Restaurant+%26+Cafe/data=!4m2!3m1!1s0x14cab703f53995d9:0x231dc9fbd173d49f",,
